	name	feature.name	dist.to.feature	prom	exon	intron
1	Zfp36l2	NM_001001806	5634	0	0	0
2	2510009E07Rik	NM_001001881	29587	0	0	1
3	Eea1	NM_001001932	-60435	0	0	0
4	Eea1	NM_001001932	107560	0	0	0
5	Rpl17	NM_001002239	249	1	0	1
6	Fam222a	NM_001004180	43747	0	1	0
7	Ado	NM_001005419	-117946	0	0	0
8	Barhl2	NM_001005477	-103404	0	0	0
9	Eif2a	NM_001005509	-187	1	1	0
10	Lmtk3	NM_001005511	9827	0	1	0
11	Tceanc	NM_001007577	273	1	0	1
12	Fndc3c1	NM_001007580	73	1	1	0
13	Akirin2	NM_001007589	-111589	0	0	0
14	Fut10	NM_001012517	32002	0	0	1
15	E2f8	NM_001013368	-646	1	0	0
16	Dync1li2	NM_001013380	254	1	1	0
17	Tmem151b	NM_001013749	2471	0	0	1
18	Dyrk2	NM_001014390	527	1	0	1
19	Snx13	NM_001014973	142692	0	0	0
20	Mctp2	NM_001024703	849947	0	0	0
21	Ntrk2	NM_001025074	269305	0	0	1
22	Ntrk2	NM_001025074	269266	0	0	1
23	Kcnc2	NM_001025581	177915	0	0	1
24	Kcnj6	NM_001025590	6550	0	0	1
25	Kcnj6	NM_001025590	6519	0	0	1
26	Lonrf2	NM_001029878	74072	0	0	0
27	Fbxo33	NM_001033156	-212055	0	0	0
28	5730507C01Rik	NM_001033157	662014	0	0	0
29	Slc6a21	NM_001033176	25351	0	0	1
30	Agap2	NM_001033263	12895	0	1	0
31	Agap2	NM_001033263	12891	0	1	0
32	Carmil2	NM_001033320	3307	0	1	0
33	Zbtb16	NM_001033324	43812	0	0	1
34	Cdc42bpg	NM_001033342	-8787	0	1	0
35	Cdc42bpg	NM_001033342	442	1	0	1
36	Cdc42bpg	NM_001033342	-8734	0	0	1
37	Gal3st4	NM_001033416	-3180	0	1	0
38	Gal3st4	NM_001033416	-3157	0	0	1
39	Thoc2	NM_001033422	835	1	0	1
40	Thoc2	NM_001033422	851	1	0	1
41	Wdr72	NM_001033500	167381	0	0	1
42	Adamts17	NM_001033877	88152	0	0	1
43	Fam134b	NM_001034851	-57619	0	0	1
